image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_storage-tank
2024-1.jpg,2025-11-30T21:37:51.141596,36,google_earth_tiled\Port_of_Tanjung_priok\2024\annotated\2024-1_annotated.jpg,29,6,1
2024-2.jpg,2025-11-30T21:37:53.502508,36,google_earth_tiled\Port_of_Tanjung_priok\2024\annotated\2024-2_annotated.jpg,29,6,1
