image_name,timestamp,total_detections,annotated_path,count_harbor,count_ship,count_small-vehicle
2019-1.jpg,2025-11-30T21:17:50.774993,5,google_earth\Port_of_hongkong\2019\annotated\2019-1_annotated.jpg,3,2,
2019-2.jpg,2025-11-30T21:17:51.343281,20,google_earth\Port_of_hongkong\2019\annotated\2019-2_annotated.jpg,2,17,1.0
2019-3.jpg,2025-11-30T21:17:51.900398,7,google_earth\Port_of_hongkong\2019\annotated\2019-3_annotated.jpg,1,4,2.0
2019-4.jpg,2025-11-30T21:17:52.526722,48,google_earth\Port_of_hongkong\2019\annotated\2019-4_annotated.jpg,8,40,
2019-5.jpg,2025-11-30T21:17:53.191352,80,google_earth\Port_of_hongkong\2019\annotated\2019-5_annotated.jpg,6,74,
