image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor
2020-1.jpg,2025-11-30T21:34:23.206639,3,google_earth_full\Port_of_LA\2020\annotated\2020-1_annotated.jpg,3,
2020-2.jpg,2025-11-30T21:34:25.616343,15,google_earth_full\Port_of_LA\2020\annotated\2020-2_annotated.jpg,15,
2020-3.jpg,2025-11-30T21:34:27.964759,17,google_earth_full\Port_of_LA\2020\annotated\2020-3_annotated.jpg,17,
2020-4.jpg,2025-11-30T21:34:30.184874,6,google_earth_full\Port_of_LA\2020\annotated\2020-4_annotated.jpg,6,
2020-5.jpg,2025-11-30T21:34:32.359539,17,google_earth_full\Port_of_LA\2020\annotated\2020-5_annotated.jpg,17,
2020-6.jpg,2025-11-30T21:34:34.599075,9,google_earth_full\Port_of_LA\2020\annotated\2020-6_annotated.jpg,8,1.0
