image_name,timestamp,total_detections,annotated_path,count_car
2018-1.jpg,2025-11-30T21:59:40.343030,9,retail_full\Mall_of_america\2018\annotated\2018-1_annotated.jpg,9
2018-2.jpg,2025-11-30T21:59:44.382003,9,retail_full\Mall_of_america\2018\annotated\2018-2_annotated.jpg,9
