image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_storage-tank,count_small-vehicle,count_large-vehicle
2019-1.jpg,2025-11-30T21:35:50.439004,80,google_earth_tiled\Port_of_hongkong\2019\annotated\2019-1_annotated.jpg,57,8,10,4.0,1.0
2019-2.jpg,2025-11-30T21:35:53.438207,67,google_earth_tiled\Port_of_hongkong\2019\annotated\2019-2_annotated.jpg,54,4,7,,2.0
2019-3.jpg,2025-11-30T21:35:56.453879,59,google_earth_tiled\Port_of_hongkong\2019\annotated\2019-3_annotated.jpg,50,8,1,,
2019-4.jpg,2025-11-30T21:35:59.769448,66,google_earth_tiled\Port_of_hongkong\2019\annotated\2019-4_annotated.jpg,50,9,5,,2.0
2019-5.jpg,2025-11-30T21:36:02.757305,60,google_earth_tiled\Port_of_hongkong\2019\annotated\2019-5_annotated.jpg,48,10,2,,
