image_name,timestamp,total_detections,annotated_path,count_ship,count_large-vehicle,count_small-vehicle
2018-1.jpg,2025-11-30T21:34:09.542288,6,google_earth_full\Port_of_LA\2018\annotated\2018-1_annotated.jpg,5,1.0,
2018-2.jpg,2025-11-30T21:34:11.694884,6,google_earth_full\Port_of_LA\2018\annotated\2018-2_annotated.jpg,6,,
2018-3.jpg,2025-11-30T21:34:13.922357,2,google_earth_full\Port_of_LA\2018\annotated\2018-3_annotated.jpg,1,,1.0
