image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_ship,count_harbor,count_large-vehicle
2023-1.jpg,2025-11-30T21:35:00.055789,58,google_earth_tiled\Port_of_LA\2023\annotated\2023-1_annotated.jpg,22,24,11,1.0
2023-2.jpg,2025-11-30T21:35:02.609508,59,google_earth_tiled\Port_of_LA\2023\annotated\2023-2_annotated.jpg,12,33,14,
2023-3.jpg,2025-11-30T21:35:05.005636,52,google_earth_tiled\Port_of_LA\2023\annotated\2023-3_annotated.jpg,13,29,10,
