image_name,timestamp,total_detections,annotated_path,count_ship
2022-1.jpg,2025-11-30T21:38:29.046789,1,google_earth_full\Port_of_Salalah\2022\annotated\2022-1_annotated.jpg,1
2022-2.jpg,2025-11-30T21:38:31.353659,2,google_earth_full\Port_of_Salalah\2022\annotated\2022-2_annotated.jpg,2
