image_name,timestamp,total_detections,annotated_path,count_car,count_equipment
2019-2.jpg,2025-11-30T21:59:48.584106,81,retail_tiled\Mall_of_america\2019\annotated\2019-2_annotated.jpg,80,1
2019-3.jpg,2025-11-30T21:59:51.925679,73,retail_tiled\Mall_of_america\2019\annotated\2019-3_annotated.jpg,72,1
