image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_small-vehicle
2020-1.jpg,2025-11-30T21:18:11.560365,5,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-1_annotated.jpg,4,1.0,
2020-2.jpg,2025-11-30T21:18:12.297903,3,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-2_annotated.jpg,3,,
2020-3.jpg,2025-11-30T21:18:12.917129,63,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-3_annotated.jpg,61,2.0,
2020-4.jpg,2025-11-30T21:18:13.461854,12,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-4_annotated.jpg,9,3.0,
2020-5.jpg,2025-11-30T21:18:14.321154,2,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-5_annotated.jpg,1,,1.0
2020-6.jpg,2025-11-30T21:18:14.853104,20,google_earth\Port_of_Tanjung_priok\2020\annotated\2020-6_annotated.jpg,18,2.0,
