image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_small-vehicle
2018-1.jpg,2025-11-30T21:35:37.629814,45,google_earth_full\Port_of_hongkong\2018\annotated\2018-1_annotated.jpg,39,6,
2018-2.jpg,2025-11-30T21:35:40.562925,6,google_earth_full\Port_of_hongkong\2018\annotated\2018-2_annotated.jpg,2,1,3.0
2018-3.jpg,2025-11-30T21:35:43.631911,19,google_earth_full\Port_of_hongkong\2018\annotated\2018-3_annotated.jpg,15,3,1.0
2018-4.jpg,2025-11-30T21:35:46.957199,28,google_earth_full\Port_of_hongkong\2018\annotated\2018-4_annotated.jpg,24,4,
