image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor
2021-1.jpg,2025-11-30T21:18:15.577774,5,google_earth\Port_of_Tanjung_priok\2021\annotated\2021-1_annotated.jpg,3,2.0
2021-2.jpg,2025-11-30T21:18:16.142024,14,google_earth\Port_of_Tanjung_priok\2021\annotated\2021-2_annotated.jpg,14,
2021-3.jpg,2025-11-30T21:18:16.650734,15,google_earth\Port_of_Tanjung_priok\2021\annotated\2021-3_annotated.jpg,15,
