image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_ship,count_harbor,count_large-vehicle,count_small-vehicle
2022-1.jpg,2025-11-30T21:38:29.313100,26,google_earth_tiled\Port_of_Salalah\2022\annotated\2022-1_annotated.jpg,11,8,4,3,
2022-2.jpg,2025-11-30T21:38:31.514095,29,google_earth_tiled\Port_of_Salalah\2022\annotated\2022-2_annotated.jpg,11,10,2,5,1.0
