image_name,timestamp,total_detections,annotated_path,count_ship
2022-1.jpg,2025-11-30T21:18:17.355283,9,google_earth\Port_of_Tanjung_priok\2022\annotated\2022-1_annotated.jpg,9
2022-2.jpg,2025-11-30T21:18:17.997864,4,google_earth\Port_of_Tanjung_priok\2022\annotated\2022-2_annotated.jpg,4
