image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor
2021-1.jpg,2025-11-30T21:18:27.518413,3,google_earth\Port_of_Salalah\2021\annotated\2021-1_annotated.jpg,3.0,
2021-2.jpg,2025-11-30T21:18:28.177335,1,google_earth\Port_of_Salalah\2021\annotated\2021-2_annotated.jpg,,1.0
