image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_small-vehicle
2019-1.jpg,2025-11-30T21:18:24.459899,6,google_earth\Port_of_Salalah\2019\annotated\2019-1_annotated.jpg,4,2.0,
2019-3.jpg,2025-11-30T21:18:24.985363,3,google_earth\Port_of_Salalah\2019\annotated\2019-3_annotated.jpg,2,,1.0
