image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_large-vehicle,count_ship,count_harbor
2023-1.jpg,2025-11-30T21:38:34.184199,35,google_earth_tiled\Port_of_Salalah\2023\annotated\2023-1_annotated.jpg,15,7,12,1
