image_name,timestamp,total_detections,annotated_path,count_harbor,count_ship
2024-1.jpg,2025-11-30T21:36:42.859148,3,google_earth_full\Port_of_hongkong\2024\annotated\2024-1_annotated.jpg,2,1
2024-2.jpg,2025-11-30T21:36:45.532039,19,google_earth_full\Port_of_hongkong\2024\annotated\2024-2_annotated.jpg,4,15
