image_name,timestamp,total_detections,annotated_path,count_harbor,count_ship
2018-2.jpg,2025-11-30T21:18:21.963699,5,google_earth\Port_of_Salalah\2018\annotated\2018-2_annotated.jpg,2.0,3
2018-3.jpg,2025-11-30T21:18:22.460780,6,google_earth\Port_of_Salalah\2018\annotated\2018-3_annotated.jpg,,6
2018-4.jpg,2025-11-30T21:18:22.960875,5,google_earth\Port_of_Salalah\2018\annotated\2018-4_annotated.jpg,1.0,4
2018-5.jpg,2025-11-30T21:18:23.428731,7,google_earth\Port_of_Salalah\2018\annotated\2018-5_annotated.jpg,,7
2018-6.jpg,2025-11-30T21:18:23.946726,5,google_earth\Port_of_Salalah\2018\annotated\2018-6_annotated.jpg,2.0,3
