image_name,timestamp,total_detections,annotated_path,count_ship,count_storage-tank,count_small-vehicle,count_harbor,count_large-vehicle
2018-1.jpg,2025-11-30T21:35:37.831948,65,google_earth_tiled\Port_of_hongkong\2018\annotated\2018-1_annotated.jpg,49,3,3.0,8,2.0
2018-2.jpg,2025-11-30T21:35:40.850851,70,google_earth_tiled\Port_of_hongkong\2018\annotated\2018-2_annotated.jpg,46,9,,13,2.0
2018-3.jpg,2025-11-30T21:35:43.827786,65,google_earth_tiled\Port_of_hongkong\2018\annotated\2018-3_annotated.jpg,49,5,2.0,7,2.0
2018-4.jpg,2025-11-30T21:35:47.162865,76,google_earth_tiled\Port_of_hongkong\2018\annotated\2018-4_annotated.jpg,58,6,,12,
