image_name,timestamp,total_detections,annotated_path,count_car
2021-1.jpg,2025-11-30T22:00:11.224738,3,retail_full\Mall_of_america\2021\annotated\2021-1_annotated.jpg,3.0
2021-2.jpg,2025-11-30T22:00:15.562779,0,retail_full\Mall_of_america\2021\annotated\2021-2_annotated.jpg,
