image_name,timestamp,total_detections,annotated_path,count_ship,count_small-vehicle
2017-1.jpg,2025-11-30T21:18:03.800466,6,google_earth\Port_of_Tanjung_priok\2017\annotated\2017-1_annotated.jpg,5.0,1.0
2017-2.jpg,2025-11-30T21:18:04.259117,0,google_earth\Port_of_Tanjung_priok\2017\annotated\2017-2_annotated.jpg,,
2017-3.jpg,2025-11-30T21:18:04.950483,0,google_earth\Port_of_Tanjung_priok\2017\annotated\2017-3_annotated.jpg,,
2017-4.jpg,2025-11-30T21:18:05.455738,4,google_earth\Port_of_Tanjung_priok\2017\annotated\2017-4_annotated.jpg,4.0,
