image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_ship,count_harbor
2021-1.jpg,2025-11-30T21:34:37.307441,74,google_earth_tiled\Port_of_LA\2021\annotated\2021-1_annotated.jpg,21,34,19
2021-2.jpg,2025-11-30T21:34:39.807723,94,google_earth_tiled\Port_of_LA\2021\annotated\2021-2_annotated.jpg,19,55,20
2021-3.jpg,2025-11-30T21:34:42.141637,93,google_earth_tiled\Port_of_LA\2021\annotated\2021-3_annotated.jpg,18,52,23
2021-4.jpg,2025-11-30T21:34:44.454545,76,google_earth_tiled\Port_of_LA\2021\annotated\2021-4_annotated.jpg,16,46,14
