image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor
2021-1.jpg,2025-11-30T21:37:33.965032,5,google_earth_full\Port_of_Tanjung_priok\2021\annotated\2021-1_annotated.jpg,3,2.0
2021-2.jpg,2025-11-30T21:37:36.359860,14,google_earth_full\Port_of_Tanjung_priok\2021\annotated\2021-2_annotated.jpg,14,
2021-3.jpg,2025-11-30T21:37:38.741577,15,google_earth_full\Port_of_Tanjung_priok\2021\annotated\2021-3_annotated.jpg,15,
