image_name,timestamp,total_detections,annotated_path,count_car,count_equipment
2021-1.jpg,2025-11-30T22:00:11.477779,82,retail_tiled\Mall_of_america\2021\annotated\2021-1_annotated.jpg,81,1.0
2021-2.jpg,2025-11-30T22:00:15.824116,100,retail_tiled\Mall_of_america\2021\annotated\2021-2_annotated.jpg,100,
