image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_small-vehicle
2020-1.jpg,2025-11-30T21:38:15.535377,2,google_earth_full\Port_of_Salalah\2020\annotated\2020-1_annotated.jpg,2,,
2020-2.jpg,2025-11-30T21:38:17.783251,5,google_earth_full\Port_of_Salalah\2020\annotated\2020-2_annotated.jpg,4,1.0,
2020-3.jpg,2025-11-30T21:38:19.904486,5,google_earth_full\Port_of_Salalah\2020\annotated\2020-3_annotated.jpg,4,,1.0
2020-4.jpg,2025-11-30T21:38:21.939030,5,google_earth_full\Port_of_Salalah\2020\annotated\2020-4_annotated.jpg,3,1.0,1.0
