image_name,timestamp,total_detections,annotated_path,count_ship
2018-1.jpg,2025-11-30T21:18:05.941270,9,google_earth\Port_of_Tanjung_priok\2018\annotated\2018-1_annotated.jpg,9
2018-2.jpg,2025-11-30T21:18:06.440490,9,google_earth\Port_of_Tanjung_priok\2018\annotated\2018-2_annotated.jpg,9
