image_name,timestamp,total_detections,annotated_path,count_ship,count_harbor,count_storage-tank,count_large-vehicle
2017-1.jpg,2025-11-30T21:36:48.535830,67,google_earth_tiled\Port_of_Tanjung_priok\2017\annotated\2017-1_annotated.jpg,47,18,2,
2017-2.jpg,2025-11-30T21:36:51.023400,56,google_earth_tiled\Port_of_Tanjung_priok\2017\annotated\2017-2_annotated.jpg,48,4,2,2.0
2017-3.jpg,2025-11-30T21:36:53.864939,37,google_earth_tiled\Port_of_Tanjung_priok\2017\annotated\2017-3_annotated.jpg,33,2,2,
2017-4.jpg,2025-11-30T21:36:56.317907,50,google_earth_tiled\Port_of_Tanjung_priok\2017\annotated\2017-4_annotated.jpg,40,9,1,
