image_name,timestamp,total_detections,annotated_path,count_ship,count_large-vehicle
2021-1.jpg,2025-11-30T21:34:37.082056,12,google_earth_full\Port_of_LA\2021\annotated\2021-1_annotated.jpg,12,
2021-2.jpg,2025-11-30T21:34:39.608395,22,google_earth_full\Port_of_LA\2021\annotated\2021-2_annotated.jpg,22,
2021-3.jpg,2025-11-30T21:34:41.984255,14,google_earth_full\Port_of_LA\2021\annotated\2021-3_annotated.jpg,13,1.0
2021-4.jpg,2025-11-30T21:34:44.279722,26,google_earth_full\Port_of_LA\2021\annotated\2021-4_annotated.jpg,26,
