image_name,timestamp,total_detections,annotated_path,count_car
2018-1.jpg,2025-11-30T21:59:40.574788,105,retail_tiled\Mall_of_america\2018\annotated\2018-1_annotated.jpg,105
2018-2.jpg,2025-11-30T21:59:44.611044,105,retail_tiled\Mall_of_america\2018\annotated\2018-2_annotated.jpg,105
