image_name,timestamp,total_detections,annotated_path,count_ship,count_storage-tank,count_large-vehicle,count_harbor
2023-1.jpg,2025-11-30T21:36:40.616165,71,google_earth_tiled\Port_of_hongkong\2023\annotated\2023-1_annotated.jpg,54,4,1,12
