image_name,timestamp,total_detections,annotated_path,count_ship,count_storage-tank,count_harbor,count_large-vehicle,count_small-vehicle
2024-1.jpg,2025-11-30T21:35:07.926122,91,google_earth_tiled\Port_of_LA\2024\annotated\2024-1_annotated.jpg,46,31,11,2.0,1
2024-2.jpg,2025-11-30T21:35:10.632214,82,google_earth_tiled\Port_of_LA\2024\annotated\2024-2_annotated.jpg,42,29,9,,2
2024-3.jpg,2025-11-30T21:35:13.228364,87,google_earth_tiled\Port_of_LA\2024\annotated\2024-3_annotated.jpg,45,26,15,,1
2024-4.jpg,2025-11-30T21:35:16.056619,92,google_earth_tiled\Port_of_LA\2024\annotated\2024-4_annotated.jpg,51,22,18,,1
2024-5.jpg,2025-11-30T21:35:19.185765,95,google_earth_tiled\Port_of_LA\2024\annotated\2024-5_annotated.jpg,51,24,19,,1
