image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_ship,count_harbor,count_large-vehicle,count_small-vehicle
2022-1.jpg,2025-11-30T21:34:46.867017,79,google_earth_tiled\Port_of_LA\2022\annotated\2022-1_annotated.jpg,20,44,15,,
2022-2.jpg,2025-11-30T21:34:49.233249,84,google_earth_tiled\Port_of_LA\2022\annotated\2022-2_annotated.jpg,15,46,23,,
2022-3.jpg,2025-11-30T21:34:51.903899,90,google_earth_tiled\Port_of_LA\2022\annotated\2022-3_annotated.jpg,17,48,24,1.0,
2022-4.jpg,2025-11-30T21:34:54.723962,84,google_earth_tiled\Port_of_LA\2022\annotated\2022-4_annotated.jpg,23,44,12,3.0,2.0
2022-5.jpg,2025-11-30T21:34:57.245229,66,google_earth_tiled\Port_of_LA\2022\annotated\2022-5_annotated.jpg,24,28,12,2.0,
