image_name,timestamp,total_detections,annotated_path,count_ship
2023-1.jpg,2025-11-30T21:34:59.815605,5,google_earth_full\Port_of_LA\2023\annotated\2023-1_annotated.jpg,5
2023-2.jpg,2025-11-30T21:35:02.403649,15,google_earth_full\Port_of_LA\2023\annotated\2023-2_annotated.jpg,15
2023-3.jpg,2025-11-30T21:35:04.792077,15,google_earth_full\Port_of_LA\2023\annotated\2023-3_annotated.jpg,15
