image_name,timestamp,total_detections,annotated_path,count_ship
2023-1.jpg,2025-11-30T21:18:18.605523,7,google_earth\Port_of_Tanjung_priok\2023\annotated\2023-1_annotated.jpg,7
2023-2.jpg,2025-11-30T21:18:19.209137,8,google_earth\Port_of_Tanjung_priok\2023\annotated\2023-2_annotated.jpg,8
