image_name,timestamp,total_detections,annotated_path,count_car,count_equipment
2022-1.jpg,2025-11-30T22:00:19.882188,100,retail_tiled\Mall_of_america\2022\annotated\2022-1_annotated.jpg,100,
2022-2.jpg,2025-11-30T22:00:24.007561,105,retail_tiled\Mall_of_america\2022\annotated\2022-2_annotated.jpg,103,2.0
