image_name,timestamp,total_detections,annotated_path,count_ship
2018-1.jpg,2025-11-30T21:36:58.416620,9,google_earth_full\Port_of_Tanjung_priok\2018\annotated\2018-1_annotated.jpg,9
2018-2.jpg,2025-11-30T21:37:00.511130,9,google_earth_full\Port_of_Tanjung_priok\2018\annotated\2018-2_annotated.jpg,9
