image_name,timestamp,total_detections,annotated_path,count_car,count_equipment
2017-1.jpg,2025-11-30T21:59:31.434033,112,retail_tiled\Mall_of_america\2017\annotated\2017-1_annotated.jpg,108,4
2017-2.jpg,2025-11-30T21:59:36.346696,117,retail_tiled\Mall_of_america\2017\annotated\2017-2_annotated.jpg,115,2
