image_name,timestamp,total_detections,annotated_path,count_ship
2024-1.jpg,2025-11-30T21:37:50.944523,6,google_earth_full\Port_of_Tanjung_priok\2024\annotated\2024-1_annotated.jpg,6
2024-2.jpg,2025-11-30T21:37:53.299548,5,google_earth_full\Port_of_Tanjung_priok\2024\annotated\2024-2_annotated.jpg,5
