image_name,timestamp,total_detections,annotated_path,count_storage-tank,count_ship,count_harbor,count_large-vehicle
2018-1.jpg,2025-11-30T21:34:09.714336,74,google_earth_tiled\Port_of_LA\2018\annotated\2018-1_annotated.jpg,16,39,19,
2018-2.jpg,2025-11-30T21:34:11.884857,76,google_earth_tiled\Port_of_LA\2018\annotated\2018-2_annotated.jpg,15,40,21,
2018-3.jpg,2025-11-30T21:34:14.106096,80,google_earth_tiled\Port_of_LA\2018\annotated\2018-3_annotated.jpg,28,33,18,1.0
