image_name,timestamp,total_detections,annotated_path,count_car
2024-2.jpg,2025-11-30T22:00:32.226556,92,retail_tiled\Mall_of_america\2024\annotated\2024-2_annotated.jpg,92
2024-3.jpg,2025-11-30T22:00:36.784957,86,retail_tiled\Mall_of_america\2024\annotated\2024-3_annotated.jpg,86
