image_name,timestamp,total_detections,annotated_path,count_car
2019-2.jpg,2025-11-30T21:59:48.344147,1,retail_full\Mall_of_america\2019\annotated\2019-2_annotated.jpg,1
2019-3.jpg,2025-11-30T21:59:51.685045,10,retail_full\Mall_of_america\2019\annotated\2019-3_annotated.jpg,10
