image_name,timestamp,total_detections,annotated_path,count_harbor,count_ship,count_small-vehicle
2022-1.jpg,2025-11-30T21:17:59.555643,23,google_earth\Port_of_hongkong\2022\annotated\2022-1_annotated.jpg,5.0,18.0,
2022-2.jpg,2025-11-30T21:18:00.396611,1,google_earth\Port_of_hongkong\2022\annotated\2022-2_annotated.jpg,,,1.0
2022-3.jpg,2025-11-30T21:18:01.076724,4,google_earth\Port_of_hongkong\2022\annotated\2022-3_annotated.jpg,3.0,1.0,
