image_name,timestamp,total_detections,annotated_path,count_harbor,count_ship,count_small-vehicle
2018-1.jpg,2025-11-30T21:36:58.578314,35,google_earth_tiled\Port_of_Tanjung_priok\2018\annotated\2018-1_annotated.jpg,6,28,1
2018-2.jpg,2025-11-30T21:37:00.682715,35,google_earth_tiled\Port_of_Tanjung_priok\2018\annotated\2018-2_annotated.jpg,6,28,1
