image_name,timestamp,total_detections,annotated_path,count_car
2022-1.jpg,2025-11-30T22:00:19.633809,0,retail_full\Mall_of_america\2022\annotated\2022-1_annotated.jpg,
2022-2.jpg,2025-11-30T22:00:23.775435,2,retail_full\Mall_of_america\2022\annotated\2022-2_annotated.jpg,2.0
