image_name,timestamp,total_detections,annotated_path,count_car
2017-1.jpg,2025-11-30T21:59:31.162638,13,retail_full\Mall_of_america\2017\annotated\2017-1_annotated.jpg,13
2017-2.jpg,2025-11-30T21:59:36.103646,17,retail_full\Mall_of_america\2017\annotated\2017-2_annotated.jpg,17
